Pathway_ID,Algorithm,Node,IDF
WP4829,CosineSimilarity,CREM (human),nan
WP4829,CosineSimilarity,PTEN,nan
WP4829,CosineSimilarity,PIK3CA,nan
WP4829,CosineSimilarity,PIK3CB,nan
WP4829,CosineSimilarity,PIK3R1,nan
WP4829,CosineSimilarity,PIK3R2,nan
WP4829,CosineSimilarity,PIK3R3,nan
WP4829,CosineSimilarity,valproic acid,13.4891126
WP4829,CosineSimilarity,GABRA1,nan
WP4829,CosineSimilarity,AP2A1,nan
WP4829,CosineSimilarity,AP2A2,nan
WP4829,CosineSimilarity,AP2B1,nan
WP4829,CosineSimilarity,GABRA4,nan
WP4829,CosineSimilarity,GABRA5,nan
WP4829,CosineSimilarity,GABRA6,nan
WP4829,CosineSimilarity,GABRB1,nan
WP4829,CosineSimilarity,GABRB2,nan
WP4829,CosineSimilarity,GABRB3,nan
WP4829,CosineSimilarity,GABRG1,nan
WP4829,CosineSimilarity,GABRG2,nan
WP4829,CosineSimilarity,GABRE,nan
WP4829,CosineSimilarity,GABRP,nan
WP4829,CosineSimilarity,PIK3CG,nan
WP4829,CosineSimilarity,GABRA2,nan
WP4829,CosineSimilarity,GABRA3,nan
WP4829,CosineSimilarity,GABRG3,nan
WP4829,CosineSimilarity,GABRD,nan
WP4829,CosineSimilarity,GABRQ,nan
WP4829,CosineSimilarity,aflatoxin B1,nan
WP4829,CosineSimilarity,protein kinase C epsilon type (human),nan
WP4829,CosineSimilarity,protein kinase C theta type (human),nan
WP4829,CosineSimilarity,protein kinase C alpha type (human),nan
WP4829,CosineSimilarity,serine/threonine-protein kinase N1 (human),nan
WP4829,CosineSimilarity,PKC,6.1501026
WP4829,CosineSimilarity,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (human)",nan
WP4829,CosineSimilarity,mBDNF,nan
WP4829,CosineSimilarity,NTRK2,nan
WP4829,CosineSimilarity,protein kinase C zeta type (human),nan
WP4829,CosineSimilarity,SHC1,nan
WP4829,CosineSimilarity,mitogen-activated protein kinase 1 (human),nan
WP4829,CosineSimilarity,mitogen-activated protein kinase 1,5.5911193
WP4829,CosineSimilarity,SLC12A5 (human),nan
WP4829,CosineSimilarity,NGFR,nan
WP4829,CosineSimilarity,RHOA,nan
WP4829,CosineSimilarity,ROCK1,nan
WP4829,CosineSimilarity,JAK2,nan
WP4829,CosineSimilarity,protein,nan
WP4829,CosineSimilarity,Immune System,nan
WP4829,CosineSimilarity,protein_coding_gene,7.6837894
WP4829,CosineSimilarity,collecting duct carcinoma,10.2664938
WP4829,CosineSimilarity,DAP12 interactions,nan
WP4829,CosineSimilarity,Downstream signal transduction,nan
WP4829,CosineSimilarity,Signaling by NTRKs,nan
WP4829,CosineSimilarity,PI3K/AKT activation,nan
WP4829,CosineSimilarity,PTEN,nan
WP4829,CosineSimilarity,PIK3CG,nan
WP4829,CosineSimilarity,gene,nan
WP4829,CosineSimilarity,Adaptive Immune System,nan
WP4829,CosineSimilarity,Signaling by NTRK1 (TRKA),nan
WP4829,CosineSimilarity,PIK3CA,nan
WP4829,CosineSimilarity,GABRA2,nan
WP4829,CosineSimilarity,GABRA3,nan
WP4829,CosineSimilarity,Schizophrenia,nan
WP4829,CosineSimilarity,GABRG3,nan
WP4829,CosineSimilarity,GABRD,nan
WP4829,CosineSimilarity,GABRQ,nan
WP4829,CosineSimilarity,GAB1 signalosome,nan
WP4829,CosineSimilarity,Downstream signaling of activated FGFR2,nan
WP4829,CosineSimilarity,Interleukin-2 family signaling,nan
WP4829,CosineSimilarity,"Interleukin-3, Interleukin-5 and GM-CSF signaling",nan
WP4829,CosineSimilarity,Hemostasis,nan
WP4829,CosineSimilarity,Metabolism of lipids,nan
WP4829,CosineSimilarity,Developmental Biology,nan
WP4829,CosineSimilarity,Signal Transduction,nan
WP4829,CosineSimilarity,Axon guidance,nan
WP4829,CosineSimilarity,PIK3R1,nan
WP4829,CosineSimilarity,AP2B1,nan
WP4829,CosineSimilarity,Alcoholism,16.9548485
WP4829,CosineSimilarity,GABRA6,nan
WP4829,CosineSimilarity,GABRG1,nan
WP4829,CosineSimilarity,GABRE,nan
WP4829,CosineSimilarity,RET signaling,nan
WP4829,CosineSimilarity,PI3K/AKT Signaling in Cancer,nan
WP4829,CosineSimilarity,TCR signaling,nan
WP4829,CosineSimilarity,PIK3R2,nan
WP4829,CosineSimilarity,GABRA1,nan
WP4829,CosineSimilarity,Prostate neoplasm,nan
WP4829,CosineSimilarity,PI3K Cascade,nan
WP4829,CosineSimilarity,G beta:gamma signalling through PI3Kgamma,nan
WP4829,CosineSimilarity,Diseases of signal transduction by growth factor receptors and second messengers,nan
WP4829,CosineSimilarity,"Platelet activation, signaling and aggregation",nan
WP4829,CosineSimilarity,PIK3R3,nan
WP4829,CosineSimilarity,GABRA5,nan
WP4829,CosineSimilarity,GABRB3,nan
WP4829,CosineSimilarity,G-protein beta:gamma signalling,nan
WP4829,CosineSimilarity,Autism,nan
WP4829,CosineSimilarity,Metabolism,nan
WP4829,CosineSimilarity,GABRP,nan
WP4829,CosineSimilarity,GPVI-mediated activation cascade,nan
WP4829,CosineSimilarity,Signaling by GPCR,nan
WP4829,CosineSimilarity,PKC,6.1501026
WP4829,CosineSimilarity,GPCR downstream signalling,nan
WP4829,CosineSimilarity,protein serine/threonine kinase activity,4.889775
WP4829,CosineSimilarity,Status epilepticus without prominent motor symptoms,16.2617013
WP4829,CosineSimilarity,mitogen-activated protein kinase 1,5.5911193
WP4829,CosineSimilarity,MAPK,4.895792
WP4829,CosineSimilarity,Status epilepticus,nan
WP4829,CosineSimilarity,DAP12 signaling,nan
WP4829,CosineSimilarity,p75NTR regulates axonogenesis,nan
WP4829,CosineSimilarity,Bilateral tonic-clonic seizure,8.8078498
WP4829,CosineSimilarity,Innate Immune System,nan
WP4829,CosineSimilarity,Sema4D induced cell migration and growth-cone collapse,nan
WP4829,CosineSimilarity,Interleukin-6 signaling,nan
WP4829,CosineSimilarity,Neurotransmitter receptors and postsynaptic signal transmission,nan
WP4829,CosineSimilarity,Neuronal System,nan
WP4829,CosineSimilarity,Transmission across Chemical Synapses,nan
WP4829,CosineSimilarity,Bipolar affective disorder,14.3157911
WP4829,CosineSimilarity,GABA receptor activation,nan
WP4829,CosineSimilarity,Ion channel transport,nan
WP4829,CosineSimilarity,MHC class II antigen presentation,nan
WP4829,CosineSimilarity,Signaling by WNT,nan
WP4829,CosineSimilarity,Membrane Trafficking,nan
WP4829,CosineSimilarity,AP2A2,nan
WP4829,CosineSimilarity,EPH-ephrin mediated repulsion of cells,nan
WP4829,CosineSimilarity,Transport of small molecules,nan
WP4829,CosineSimilarity,Sensory ataxia,nan
WP4829,CosineSimilarity,GABRB2,nan
WP4829,PDP,mitogen-activated protein kinase 3,6.2687616
WP4829,PDP,mitogen-activated protein kinase 3 (human),nan
WP4829,PDP,CREB1 (human),nan
WP4829,PDP,PLCG1,nan
WP4829,PDP,STAT3,nan
WP4829,PDP,CREM (human),nan
WP4829,PDP,PTEN,nan
WP4829,PDP,PIK3CA,nan
WP4829,PDP,PIK3CB,nan
WP4829,PDP,PIK3R1,nan
WP4829,PDP,PIK3R2,nan
WP4829,PDP,PIK3R3,nan
WP4829,PDP,PIK3CG,nan
WP4829,PDP,GABRA1,nan
WP4829,PDP,AP2A1,nan
WP4829,PDP,AP2A2,nan
WP4829,PDP,AP2B1,nan
WP4829,PDP,GABRA2,nan
WP4829,PDP,valproic acid,13.4891126
WP4829,PDP,GABRA4,nan
WP4829,PDP,GABRA5,nan
WP4829,PDP,GABRA6,nan
WP4829,PDP,GABRB1,nan
WP4829,PDP,GABRB2,nan
WP4829,PDP,GABRB3,nan
WP4829,PDP,GABRG2,nan
WP4829,PDP,GABRD,nan
WP4829,PDP,GABRE,nan
WP4829,PDP,GABRQ,nan
WP4829,PDP,GABRA3,nan
WP4829,PDP,GABRG1,nan
WP4829,PDP,GABRG3,nan
WP4829,PDP,GABRP,nan
WP4829,PDP,aflatoxin B1,nan
WP4829,PDP,protein kinase C zeta type (human),nan
WP4829,PDP,mBDNF,nan
WP4829,PDP,NTRK2,nan
WP4829,PDP,serine/threonine-protein kinase N1 (human),nan
WP4829,PDP,SHC1,nan
WP4829,PDP,SLC12A5 (human),nan
WP4829,PDP,NGFR,nan
WP4829,PDP,RHOA,nan
WP4829,PDP,ROCK1,nan
WP4829,PDP,JAK2,nan
WP4829,PDP,MAPK,4.895792
WP4829,PDP,mitogen-activated protein kinase 3,6.2687616
WP4829,PDP,MAPK targets/ Nuclear events mediated by MAP kinases,nan
WP4829,PDP,PLC-gamma1 signalling,nan
WP4829,PDP,protein_coding_gene,7.6837894
WP4829,PDP,cutaneous melanoma,nan
WP4829,PDP,Synthesis of PIPs at the plasma membrane,nan
WP4829,PDP,activated PI3K-delta syndrome,8.6122468
WP4829,PDP,gene,nan
WP4829,PDP,Signaling by NTRK1 (TRKA),nan
WP4829,PDP,PIK3CA,nan
WP4829,PDP,GABRA3,nan
WP4829,PDP,Schizophrenia,nan
WP4829,PDP,GABRG1,nan
WP4829,PDP,GABRG3,nan
WP4829,PDP,GABRP,nan
WP4829,PDP,head and neck carcinoma,5.7631756
WP4829,PDP,MET activates PI3K/AKT signaling,nan
WP4829,PDP,Tie2 Signaling,nan
WP4829,PDP,Regulation of signaling by CBL,nan
WP4829,PDP,G beta:gamma signalling through PI3Kgamma,nan
WP4829,PDP,PIK3R1,nan
WP4829,PDP,Alcoholism,16.9548485
WP4829,PDP,GABRA6,nan
WP4829,PDP,GABRB2,nan
WP4829,PDP,GABRE,nan
WP4829,PDP,PIK3R2,nan
WP4829,PDP,GABRA5,nan
WP4829,PDP,GABRQ,nan
WP4829,PDP,PIK3R3,nan
WP4829,PDP,GABRA1,nan
WP4829,PDP,GABRA2,nan
WP4829,PDP,GABRB3,nan
WP4829,PDP,GABRD,nan
WP4829,PDP,Autism,nan
WP4829,PDP,Metabolism of lipids,nan
WP4829,PDP,PIK3CG,nan
WP4829,PDP,PKC,6.1501026
WP4829,PDP,GPVI-mediated activation cascade,nan
WP4829,PDP,Status epilepticus without prominent motor symptoms,16.2617013
WP4829,PDP,Signal Transduction,nan
WP4829,PDP,Role of LAT2/NTAL/LAB on calcium mobilization,nan
WP4829,PDP,Neurodegeneration,14.4699418
WP4829,PDP,Axonal growth stimulation,nan
WP4829,PDP,Signaling by NTRKs,nan
WP4829,PDP,visual epilepsy,14.1822597
WP4829,PDP,Ovarian tumor domain proteases,nan
WP4829,PDP,RHO GTPases Activate ROCKs,nan
WP4829,PDP,Innate Immune System,nan
WP4829,PDP,Interleukin-6 signaling,nan
WP4829,PDP,Neurotransmitter receptors and postsynaptic signal transmission,nan
WP4829,PDP,GABA receptor activation,nan
WP4829,PDP,hepatic coma,10.0754927
WP4829,PDP,Bipolar affective disorder,14.3157911
WP4829,PDP,juvenile myoclonic epilepsy,nan
WP4829,PDP,Nef Mediated CD8 Down-regulation,nan
WP4829,PDP,AP2A2,nan
WP4829,PDP,AP2B1,nan
WP4829,PDP,neurodevelopmental disorder,nan
WP4829,PDP,generalized epilepsy with febrile seizures plus,12.443989
WP4829,original,http://purl.obolibrary.org/obo/PR_000000019,4.895792
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/57468,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5335,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6774,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5728,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5290,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5291,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5295,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5296,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/8503,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5294,nan
WP4829,original,http://purl.obolibrary.org/obo/GO_0004697,6.1501026
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/627,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/4915,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6464,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/4804,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/387,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6093,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/3717,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2554,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/160,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/161,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/163,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2555,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2556,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2557,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2558,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2559,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2560,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2561,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2562,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2565,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2566,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2567,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2563,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2564,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2568,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/55879,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/1385,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/57468,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/1390,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5290,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5291,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5295,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5296,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/8503,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5294,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2554,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/160,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/161,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/163,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2555,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2556,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2557,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2558,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2559,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2560,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2561,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2562,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2565,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2566,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2567,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2563,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2564,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/2568,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/55879,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/4915,nan
WP4829,original,http://purl.obolibrary.org/obo/GO_0004697,6.1501026
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6464,nan
WP4829,original,http://purl.obolibrary.org/obo/PR_000000019,4.895792
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5335,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/4804,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/387,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6093,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/3717,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/5728,nan
WP4829,original,http://www.ncbi.nlm.nih.gov/gene/6774,nan
WP4564,CosineSimilarity,BDNF,nan
WP4564,CosineSimilarity,NGFR (human),nan
WP4564,CosineSimilarity,STAT3,nan
WP4564,CosineSimilarity,MMP2,nan
WP4564,CosineSimilarity,TWIST1,nan
WP4564,CosineSimilarity,MMP9,nan
WP4564,CosineSimilarity,aflatoxin B1,nan
WP4564,CosineSimilarity,F2RL2,nan
WP4564,CosineSimilarity,RAC1,nan
WP4564,CosineSimilarity,PAK1,nan
WP4564,CosineSimilarity,PAK2,nan
WP4564,CosineSimilarity,PAK3,nan
WP4564,CosineSimilarity,PAK4,nan
WP4564,CosineSimilarity,PAK5,nan
WP4564,CosineSimilarity,PAK6,nan
WP4564,CosineSimilarity,CDH11,nan
WP4564,CosineSimilarity,NGEF,nan
WP4564,CosineSimilarity,TIAM1,nan
WP4564,CosineSimilarity,TRIO,nan
WP4564,CosineSimilarity,RHOA (human),nan
WP4564,CosineSimilarity,EPHB1,nan
WP4564,CosineSimilarity,ARF1,nan
WP4564,CosineSimilarity,EPHB2,nan
WP4564,CosineSimilarity,EPHB3,nan
WP4564,CosineSimilarity,EPHB4,nan
WP4564,CosineSimilarity,EPHB6,nan
WP4564,CosineSimilarity,MMP8 (human),nan
WP4564,CosineSimilarity,AKT2,nan
WP4564,CosineSimilarity,AKT3,nan
WP4564,CosineSimilarity,AKT1,nan
WP4564,CosineSimilarity,FOS,nan
WP4564,CosineSimilarity,JUN,nan
WP4564,CosineSimilarity,PIK3CA,nan
WP4564,CosineSimilarity,PIK3CB,nan
WP4564,CosineSimilarity,PIK3CD,nan
WP4564,CosineSimilarity,PIK3R3,nan
WP4564,CosineSimilarity,PIK3R4,nan
WP4564,CosineSimilarity,PIK3R5,nan
WP4564,CosineSimilarity,PIK3R6,nan
WP4564,CosineSimilarity,PIK3CG,nan
WP4564,CosineSimilarity,valproic acid,13.4891126
WP4564,CosineSimilarity,protein_coding_gene,7.6837894
WP4564,CosineSimilarity,Signaling by Interleukins,nan
WP4564,CosineSimilarity,Cytokine Signaling in Immune system,nan
WP4564,CosineSimilarity,Neoplasm of the pancreas,14.1216351
WP4564,CosineSimilarity,gene,nan
WP4564,CosineSimilarity,Aortic rupture,nan
WP4564,CosineSimilarity,TWIST1,nan
WP4564,CosineSimilarity,MMP9,nan
WP4564,CosineSimilarity,CDH11,nan
WP4564,CosineSimilarity,Degradation of the extracellular matrix,nan
WP4564,CosineSimilarity,Signal Transduction,nan
WP4564,CosineSimilarity,Fcgamma receptor (FCGR) dependent phagocytosis,nan
WP4564,CosineSimilarity,MAPK6/MAPK4 signaling,nan
WP4564,CosineSimilarity,Adaptive Immune System,nan
WP4564,CosineSimilarity,Axon guidance,nan
WP4564,CosineSimilarity,Signaling by ROBO receptors,nan
WP4564,CosineSimilarity,p75 NTR receptor-mediated signalling,nan
WP4564,CosineSimilarity,Netrin-1 signaling,nan
WP4564,CosineSimilarity,EPHB-mediated forward signaling,nan
WP4564,CosineSimilarity,Activation of RAC1,nan
WP4564,CosineSimilarity,CD28 co-stimulation,nan
WP4564,CosineSimilarity,VEGFA-VEGFR2 Pathway,nan
WP4564,CosineSimilarity,RHO GTPases activate PAKs,nan
WP4564,CosineSimilarity,EPH-Ephrin signaling,nan
WP4564,CosineSimilarity,Developmental Biology,nan
WP4564,CosineSimilarity,EPHB1,nan
WP4564,CosineSimilarity,EPHB6,nan
WP4564,CosineSimilarity,EPH-ephrin mediated repulsion of cells,nan
WP4564,CosineSimilarity,Ephrin signaling,nan
WP4564,CosineSimilarity,Breast carcinoma,nan
WP4564,CosineSimilarity,Intrinsic Pathway for Apoptosis,nan
WP4564,CosineSimilarity,Costimulation by the CD28 family,nan
WP4564,CosineSimilarity,Neoplasm of the breast,12.9117972
WP4564,CosineSimilarity,Gene expression (Transcription),nan
WP4564,CosineSimilarity,VEGFR2 mediated vascular permeability,nan
WP4564,CosineSimilarity,Transcriptional Regulation by TP53,nan
WP4564,CosineSimilarity,Immune System,nan
WP4564,CosineSimilarity,Generic Transcription Pathway,nan
WP4564,CosineSimilarity,IRS-related events triggered by IGF1R,nan
WP4564,CosineSimilarity,Toll Like Receptor 3 (TLR3) Cascade,nan
WP4564,CosineSimilarity,hereditary diffuse gastric adenocarcinoma,11.257755
WP4564,CosineSimilarity,NGEF,nan
WP4564,CosineSimilarity,TIAM1,nan
WP4564,CosineSimilarity,Cell-Cell communication,nan
WP4564,CosineSimilarity,Signaling by ERBB2,nan
WP4564,CosineSimilarity,cutaneous melanoma,nan
WP4564,CosineSimilarity,GAB1 signalosome,nan
WP4564,CosineSimilarity,"Interleukin-3, Interleukin-5 and GM-CSF signaling",nan
WP4564,CosineSimilarity,Phospholipid metabolism,nan
WP4564,CosineSimilarity,PI Metabolism,nan
WP4564,CosineSimilarity,Signaling by GPCR,nan
WP4564,CosineSimilarity,Hemostasis,nan
WP4564,CosineSimilarity,IGF1R signaling cascade,nan
WP4564,CosineSimilarity,Signaling by NTRKs,nan
WP4564,CosineSimilarity,Signaling by VEGF,nan
WP4564,CosineSimilarity,Interleukin-2 family signaling,nan
WP4564,CosineSimilarity,DAP12 interactions,nan
WP4564,CosineSimilarity,Innate Immune System,nan
WP4564,CosineSimilarity,Metabolism,nan
WP4564,CosineSimilarity,Downstream signal transduction,nan
WP4564,CosineSimilarity,PI3K/AKT activation,nan
WP4564,CosineSimilarity,Signaling by SCF-KIT,nan
WP4564,CosineSimilarity,diffuse large B-cell lymphoma,7.4974918
WP4564,CosineSimilarity,Regulation of signaling by CBL,nan
WP4564,CosineSimilarity,PIK3CD,nan
WP4564,CosineSimilarity,PIK3R5,nan
WP4564,CosineSimilarity,GPCR downstream signalling,nan
WP4564,CosineSimilarity,G-protein beta:gamma signalling,nan
WP4564,CosineSimilarity,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",nan
WP4564,CosineSimilarity,GPVI-mediated activation cascade,nan
WP4564,CosineSimilarity,PIK3R3,nan
WP4564,CosineSimilarity,PIK3CG,nan
WP4564,CosineSimilarity,Insulin receptor signalling cascade,nan
WP4564,CosineSimilarity,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),nan
WP4564,CosineSimilarity,"Platelet activation, signaling and aggregation",nan
WP4564,CosineSimilarity,G beta:gamma signalling through PI3Kgamma,nan
WP4564,CosineSimilarity,G alpha (12/13) signalling events,nan
WP4564,CosineSimilarity,Signaling by Rho GTPases,nan
WP4564,CosineSimilarity,TRIO,nan
WP4564,PDP,BDNF,nan
WP4564,PDP,NGFR (human),nan
WP4564,PDP,STAT3,nan
WP4564,PDP,MMP2,nan
WP4564,PDP,TWIST1,nan
WP4564,PDP,MMP9,nan
WP4564,PDP,aflatoxin B1,nan
WP4564,PDP,F2RL2,nan
WP4564,PDP,RAC1,nan
WP4564,PDP,PAK1,nan
WP4564,PDP,PAK2,nan
WP4564,PDP,PAK3,nan
WP4564,PDP,PAK4,nan
WP4564,PDP,PAK5,nan
WP4564,PDP,PAK6,nan
WP4564,PDP,CDH11,nan
WP4564,PDP,NGEF,nan
WP4564,PDP,TIAM1,nan
WP4564,PDP,TRIO,nan
WP4564,PDP,RHOA (human),nan
WP4564,PDP,EPHB1,nan
WP4564,PDP,ARF1,nan
WP4564,PDP,EPHB2,nan
WP4564,PDP,EPHB3,nan
WP4564,PDP,EPHB4,nan
WP4564,PDP,EPHB6,nan
WP4564,PDP,MMP8 (human),nan
WP4564,PDP,AKT2,nan
WP4564,PDP,AKT3,nan
WP4564,PDP,AKT1,nan
WP4564,PDP,tert-butyl hydroperoxide,15.0089383
WP4564,PDP,JUN,nan
WP4564,PDP,FOS,nan
WP4564,PDP,valproic acid,13.4891126
WP4564,PDP,PIK3CA,nan
WP4564,PDP,PIK3CB,nan
WP4564,PDP,PIK3CD,nan
WP4564,PDP,PIK3R3,nan
WP4564,PDP,PIK3R4,nan
WP4564,PDP,PIK3R5,nan
WP4564,PDP,PIK3R6,nan
WP4564,PDP,PIK3CG,nan
WP4564,PDP,Neurodegeneration,14.4699418
WP4564,PDP,Interleukin-4 and Interleukin-13 signaling,nan
WP4564,PDP,Anaplastic large-cell lymphoma,15.5685541
WP4564,PDP,middle cerebral artery infarction,11.7674627
WP4564,PDP,Aortic rupture,nan
WP4564,PDP,TWIST1,nan
WP4564,PDP,CDH11,nan
WP4564,PDP,"Platelet activation, signaling and aggregation",nan
WP4564,PDP,DSCAM interactions,nan
WP4564,PDP,Nef and signal transduction,nan
WP4564,PDP,CD28 dependent Vav1 pathway,nan
WP4564,PDP,Activation of RAC1,nan
WP4564,PDP,Cell-Cell communication,nan
WP4564,PDP,NRAGE signals death through JNK,nan
WP4564,PDP,EPHB-mediated forward signaling,nan
WP4564,PDP,DCC mediated attractive signaling,nan
WP4564,PDP,Semaphorin interactions,nan
WP4564,PDP,Axon guidance,nan
WP4564,PDP,Developmental Biology,nan
WP4564,PDP,protein_coding_gene,7.6837894
WP4564,PDP,Ephrin signaling,nan
WP4564,PDP,Prostate cancer,nan
WP4564,PDP,Neoplasm of the breast,12.9117972
WP4564,PDP,Breast carcinoma,nan
WP4564,PDP,Immune System,nan
WP4564,PDP,AKT-mediated inactivation of FOXO1A,nan
WP4564,PDP,AKT2,nan
WP4564,PDP,FOS,nan
WP4564,PDP,Fc epsilon receptor (FCERI) signaling,nan
WP4564,PDP,Osteosarcoma,nan
WP4564,PDP,Activation of the AP-1 family of transcription factors,nan
WP4564,PDP,Neoplasm of the stomach,10.9861409
WP4564,PDP,NGEF,nan
WP4564,PDP,TIAM1,nan
WP4564,PDP,TRIO,nan
WP4564,PDP,CD28 dependent PI3K/Akt signaling,nan
WP4564,PDP,Hemimegalencephaly,nan
WP4564,PDP,head and neck carcinoma,5.7631756
WP4564,PDP,Regulation of signaling by CBL,nan
WP4564,PDP,PI3K Cascade,nan
WP4564,PDP,G beta:gamma signalling through PI3Kgamma,nan
WP4564,PDP,PI Metabolism,nan
WP4564,PDP,Innate Immune System,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/627,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/6774,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/4313,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/7291,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/4318,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2151,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/5879,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/5058,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/5062,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/5063,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/10298,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/57144,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/56924,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2047,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2048,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2049,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2050,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/2051,nan
WP4564,original,http://www.ncbi.nlm.nih.gov/gene/375,nan
